ID,authors,title,journal,year_pub,pages,journal_issue,number_authors,collaborative,full_reference,lead_author_institution,people_ackowledged,no_people_acknowledged,institution_country,country_topic,institution_type,theory_topic,subject_topic,method_topic,type
173,"Meade, J",Prehistoric Landscapes of the Ouse Valley and Their Use in the Late Iron Age and Romano-British Period,Theoretical Roman Archaeology Conference Proceedings,2004,78-89,13,1,FALSE,"Meade, J., 2004. Prehistoric Landscapes of the Ouse Valley and Their Use in the Late Iron Age and Romano-British Period . Theoretical Roman Archaeology Journal, (2003), pp.78–89. DOI: http://doi.org/10.16995/TRAC2003_78_89",University of Leicester,TRUE,4,England,Britain,University,landscape change,prehistory,,proc
174,"Chadwick, A","“Heavier Burdens for Willing Shoulders”? Writing Different Histories, Humanities and Social Practices for the Romano-British Countryside",Theoretical Roman Archaeology Conference Proceedings,2004,90-110,13,1,FALSE,"Chadwick, A.M., 2004. “Heavier Burdens for Willing Shoulders”? Writing Different Histories, Humanities and Social Practices for the Romano-British Countryside. Theoretical Roman Archaeology Journal, (2003), pp.90–110. DOI: http://doi.org/10.16995/TRAC2003_90_110",University of Wales,TRUE,28,Wales,Britain,University,practice society landscape movement,rural,,proc
175,"Launaro, A",Experienced Landscapes Through Intentional Sources,Theoretical Roman Archaeology Conference Proceedings,2004,111-122,13,1,FALSE,"Launaro, A., 2004. Experienced Landscapes Through Intentional Sources. Theoretical Roman Archaeology Journal, (2003), pp.111–122. DOI: http://doi.org/10.16995/TRAC2003_111_122",Universita degli Studi di Pisa,TRUE,7,Italy,,University,landscape phenomenology,,,proc
176,"Kiernan, P",Did Curse Tablets Work?,Theoretical Roman Archaeology Conference Proceedings,2004,123-134,13,1,FALSE,"Kiernan, P., 2004. Did Curse Tablets Work?. Theoretical Roman Archaeology Journal, (2003), pp.123–134. DOI: http://doi.org/10.16995/TRAC2003_123_134",University of Cincinnati,TRUE,2,USA,,University,ritual death,curse-tablets medicine,,proc
177,"Gowland, R",The Social Identity of Health in Late Roman Britain,Theoretical Roman Archaeology Conference Proceedings,2004,135-146,13,1,FALSE,"Gowland, R., 2004. The Social Identity of Health in Late Roman Britain. Theoretical Roman Archaeology Journal, (2003), pp.135–146. DOI: http://doi.org/10.16995/TRAC2003_135_146",University of Cambridge,TRUE,3,England,Britain,University,identity society body,health,osteoarchaeology,proc
178,"Hepple, L",“The Camden Connection”: Revisiting the Origins of Romano-British Archaeology and its Historiography,Theoretical Roman Archaeology Conference Proceedings,2004,147-156,13,1,FALSE,"Hepple, L.W., 2004. “The Camden Connection”: Revisiting the Origins of Romano-British Archaeology and its Historiography. Theoretical Roman Archaeology Journal, (2003), pp.147–156. DOI: http://doi.org/10.16995/TRAC2003_147_156",University of Bristol,FALSE,0,England,Britain,University,,,historiography,proc
179,"Jame, J Croxford, B Grigoropoulos, D",Preface,Theoretical Roman Archaeology Conference Proceedings,2005,i-vi,14,3,TRUE,"Jame, J., Croxford, B. and Grigoropoulos, D., 2005. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2004), p.i–vi. DOI: http://doi.org/10.16995/TRAC2004_i_vi",Durham University,FALSE,0,England,,University,,,,proc
180,"Greene, K",The Economy of Roman Britain: Representation and Historiography,Theoretical Roman Archaeology Conference Proceedings,2005,1-15,14,1,FALSE,"Greene, K., 2005. The Economy of Roman Britain: Representation and Historiography. Theoretical Roman Archaeology Journal, (2004), pp.1–15. DOI: http://doi.org/10.16995/TRAC2004_1_15",Newcastle University,FALSE,0,England,Britain,University,economy,,historiography bibliographic,proc
181,"Weekes, J",Reconstructing Syntheses in Romano-British Cremation,Theoretical Roman Archaeology Conference Proceedings,2005,16-26,14,1,FALSE,"Weekes, J., 2005. Reconstructing Syntheses in Romano-British Cremation. Theoretical Roman Archaeology Journal, (2004), pp.16–26. DOI: http://doi.org/10.16995/TRAC2004_16_26",University of Kent,TRUE,6,England,Britain,University,death,burial text,experimental,proc
182,"Rogers, A",Metalworking and Late Roman Power: A Study of Towns in Late Roman Britain,Theoretical Roman Archaeology Conference Proceedings,2005,27-38,14,1,FALSE,"Rogers, A., 2005. Metalworking and Late Roman Power: A Study of Towns in Late Roman Britain. Theoretical Roman Archaeology Journal, (2004), pp.27–38. DOI: http://doi.org/10.16995/TRAC2004_27_38",Durham University,TRUE,4,England,Britain,University,urbanism power decline,metalwork architecture,,proc
183,"Kemmers, F",Not at Random. Evidence for a Regionalised Coin Supply?,Theoretical Roman Archaeology Conference Proceedings,2005,39-49,14,1,FALSE,"Kemmers, F., 2005. Not at Random. Evidence for a Regionalised Coin Supply?. Theoretical Roman Archaeology Journal, (2004), pp.39–49. DOI: http://doi.org/10.16995/TRAC2004_39_49","Radboud Universiteit, Nijmegen",FALSE,0,Netherlands,Netherlands,University,space economy,coins military,,proc
184,"Pitts, M",Regional Identities and the Social Use of Ceramics,Theoretical Roman Archaeology Conference Proceedings,2005,50-64,14,1,FALSE,"Pitts, M., 2005. Regional Identities and the Social Use of Ceramics. Theoretical Roman Archaeology Journal, (2004), pp.50–64. DOI: http://doi.org/10.16995/TRAC2004_50_64",University of York,TRUE,6,England,Britain,University,identity culture,pottery prehistory,,proc
185,"Keller, D",Social and Economic Aspects of Glass Recycling,Theoretical Roman Archaeology Conference Proceedings,2005,65-78,14,1,FALSE,"Keller, D., 2005. Social and Economic Aspects of Glass Recycling . Theoretical Roman Archaeology Journal, (2004), pp.65–78. DOI: http://doi.org/10.16995/TRAC2004_65_78",University of Helsinki,TRUE,8,Finland,Jordan,University,economy society recycling,glass,text,proc
186,"Robeerst, A",Interaction and Exchange in Food Production in the Nijmegen Frontier Area During the Early Roman Period,Theoretical Roman Archaeology Conference Proceedings,2005,79-96,14,1,FALSE,"Robeerst, A., 2005. Interaction and Exchange in Food Production in the Nijmegen Frontier Area During the Early Roman Period . Theoretical Roman Archaeology Journal, (2004), pp.79–96. DOI: http://doi.org/10.16995/TRAC2004_79_96","National Service for Archaeological Heritage, The Netherlands",FALSE,0,Netherlands,Netherlands,National heritage body,exchange imperialism,diet,zooarchaeology,proc
187,"Atha, M",Brickworks and Ladders: Exploring Intra-Regional Diversity in the Enclosed Landscapes of the Parisi,Theoretical Roman Archaeology Conference Proceedings,2005,97-108,14,1,FALSE,"Atha, M., 2005. Brickworks and Ladders: Exploring Intra-Regional Diversity in the Enclosed Landscapes of the Parisi. Theoretical Roman Archaeology Journal, (2004), pp.97–108. DOI: http://doi.org/10.16995/TRAC2004_97_108",University of York,TRUE,4,England,,University,landscape,burial,,proc
188,"Ghey, E",Beyond the Temple: Blurring the Boundaries of ‘Sacred Space’,Theoretical Roman Archaeology Conference Proceedings,2005,109-118,14,1,FALSE,"Ghey, E., 2005. Beyond the Temple: Blurring the Boundaries of ‘Sacred Space’. Theoretical Roman Archaeology Journal, (2004), pp.109–118. DOI: http://doi.org/10.16995/TRAC2004_109_118",University of Wales,TRUE,7,Wales,France,University,landscape phenomenology space,architecture temple,,proc
189,"Tupman, C",The Cupae of Iberia in their Monumental Contexts: A Study of the Relationship Between Social Status and Commemoration with Barrel-Shaped and Semi-Cylindrical Tombstones,Theoretical Roman Archaeology Conference Proceedings,2005,119-132,14,1,FALSE,"Tupman, C., 2005. The Cupae of Iberia in their Monumental Contexts: A Study of the Relationship Between Social Status and Commemoration with Barrel-Shaped and Semi-Cylindrical Tombstones . Theoretical Roman Archaeology Journal, (2004), pp.119–132. DOI: http://doi.org/10.16995/TRAC2004_119_132",University of Southampton,FALSE,0,England,Spain Portugal,University,death society,burial,epigraphy,proc
190,"Graham, E",The Quick and the Dead in the Extra-Urban Landscape: The Roman Cemetery at Ostia/Portus as a Lived Environment,Theoretical Roman Archaeology Conference Proceedings,2005,133-143,14,1,FALSE,"Graham, E.-J., 2005. The Quick and the Dead in the Extra-Urban Landscape: The Roman Cemetery at Ostia/Portus as a Lived Environment. Theoretical Roman Archaeology Journal, (2004), pp.133–143. DOI: http://doi.org/10.16995/TRAC2004_133_143",University of Sheffield,TRUE,3,England,Italy,University,urbanism identity,burial diet,,proc
191,"Anderson, M","Houses, GIS and the Micro-Topology of Pompeian Space",Theoretical Roman Archaeology Conference Proceedings,2005,144-156,14,1,FALSE,"Anderson, M., 2005. Houses, GIS and the Micro-Topology of Pompeian Space. Theoretical Roman Archaeology Journal, (2004), pp.144–156. DOI: http://doi.org/10.16995/TRAC2004_144_156",University of Cambridge,FALSE,0,England,Italy,University,space visibility,houses architecture,gis,proc
192,"Driessen, M",Unifying Aspects of Roman Forts,Theoretical Roman Archaeology Conference Proceedings,2005,157-162,14,1,FALSE,"Driessen, M., 2005. Unifying Aspects of Roman Forts. Theoretical Roman Archaeology Journal, (2004), pp.157–162. DOI: http://doi.org/10.16995/TRAC2004_157_162",University of Amsterdam,TRUE,3,Netherlands,Netherlands,University,community identity,military,text,proc
193,"Croxford, B Goodchild, H  Lucas, J Ray, N",Preface,Theoretical Roman Archaeology Conference Proceedings,2006,i-vi,15,4,TRUE,"Croxford, B., Goodchild, H., Lucas, J. and Ray, N., 2006. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2005), p.i–vi. DOI: http://doi.org/10.16995/TRAC2005_i_vi",University of Birmingham,FALSE,0,England,,University,,preface,,proc
194,"Collins, R",Late Roman Frontier Communities in Northern Britain: A Theoretical Context for the ‘End’ of Hadrian’s Wall,Theoretical Roman Archaeology Conference Proceedings,2006,1-11,15,1,FALSE,"Collins, R., 2006. Late Roman Frontier Communities in Northern Britain: A Theoretical Context for the ‘End’ of Hadrian’s Wall. Theoretical Roman Archaeology Journal, (2005), pp.1–11. DOI: http://doi.org/10.16995/TRAC2005_1_11",University of York,TRUE,3,England,Britain,University,frontier decline community,military,,proc
195,"Morison, M",Romanization in Southern Epirus: A Ceramic Perspective,Theoretical Roman Archaeology Conference Proceedings,2006,12-24,15,1,FALSE,"Morison, M.M., 2006. Romanization in Southern Epirus: A Ceramic Perspective. Theoretical Roman Archaeology Journal, (2005), pp.12–24. DOI: http://doi.org/10.16995/TRAC2005_12_24","Grand Valley State University, Michigan",FALSE,0,USA,Greece,University,Romanization,pottery,,proc
196,"Ray, N",Consumption and Roman Archaeology: Beyond Pompeii,Theoretical Roman Archaeology Conference Proceedings,2006,25-41,15,1,FALSE,"Ray, N., 2006. Consumption and Roman Archaeology: Beyond Pompeii. Theoretical Roman Archaeology Journal, (2005), pp.25–41. DOI: http://doi.org/10.16995/TRAC2005_25_41",University of Leicester,TRUE,5,England,Italy,University,consumption economy,diet,,proc
197,"Goodchild, H",Modelling Roman Demography and Urban Dependency in Central Italy,Theoretical Roman Archaeology Conference Proceedings,2006,42-56,15,1,FALSE,"Goodchild, H., 2006. Modelling Roman Demography and Urban Dependency in Central Italy. Theoretical Roman Archaeology Journal, (2005), pp.42–56. DOI: http://doi.org/10.16995/TRAC2005_42_56",University of Birmingham,TRUE,7,England,Italy,University,demography urbanism,diet,,proc
198,"Graham, E",Discarding the Destitute: Ancient and Modern Attitudes Towards Burial Practices and Memory Preservation Amongst the Lower Classes of Rome,Theoretical Roman Archaeology Conference Proceedings,2006,57-72,15,1,FALSE,"Graham, E.-J., 2006. Discarding the Destitute: Ancient and Modern Attitudes Towards Burial Practices and Memory Preservation Amongst the Lower Classes of Rome. Theoretical Roman Archaeology Journal, (2005), pp.57–72. DOI: http://doi.org/10.16995/TRAC2005_57_72",University of Sheffield,TRUE,2,England,Italy,University,status practice commemoration,burial,,proc
199,"Courbot-Dewerdt, C",An Alleged Far West? The Romanisation of the Countryside in Western Gaul,Theoretical Roman Archaeology Conference Proceedings,2006,73-82,15,1,FALSE,"Courbot-Dewerdt, C., 2006. An Alleged Far West? The Romanisation of the Countryside in Western Gaul. Theoretical Roman Archaeology Journal, (2005), pp.73–82. DOI: http://doi.org/10.16995/TRAC2005_73_82","Direction de l’archéologie du Douaisis, Douai",TRUE,1,France,France,Regional heritage body,Romanization landscape,rural,survey,proc
200,"Martin Goldberg, D",Fertile Imaginations: Pastoralist Production and a New Interpretation of a Roman Period Relief Sculpture from Bath,Theoretical Roman Archaeology Conference Proceedings,2006,83-98,15,1,FALSE,"Goldberg, D.M., 2006. Fertile Imaginations: Pastoralist Production and a New Interpretation of a Roman Period Relief Sculpture from Bath. Theoretical Roman Archaeology Journal, (2005), pp.83–98. DOI: http://doi.org/10.16995/TRAC2005_83_98",University of Glasgow,TRUE,9,Scotland,Britain,University,religion,sculpture,,proc
201,"Schörner, G",Wild Animals and Domestic Animals in the Roman Sacrificial Ritual: Distinctions Between ‘Human’ and ‘Animal’ Animals?,Theoretical Roman Archaeology Conference Proceedings,2006,99-110,15,1,FALSE,"Schörner, G., 2006. Wild Animals and Domestic Animals in the Roman Sacrificial Ritual: Distinctions Between ‘Human’ and ‘Animal’ Animals?. Theoretical Roman Archaeology Journal, (2005), pp.99–110. DOI: http://doi.org/10.16995/TRAC2005_99_110",Friedrich-Schiller-Universität Jena,TRUE,3,Germany,,University,ritual,,epigraphy text zooarchaeology,proc
202,"Scott, E",15 years of TRAC – Reflections on a Journey,Theoretical Roman Archaeology Conference Proceedings,2006,111-115,15,1,FALSE,"Scott, E., 2006. 15 years of TRAC – Reflections on a Journey. Theoretical Roman Archaeology Journal, (2005), pp.111–115. DOI: http://doi.org/10.16995/TRAC2005_111_115",Portsmouth City Council,FALSE,0,England,,Local Authority,,,retrospective,proc
203,"Laurence, R",21st Century TRAC: Is the Roman Battery Flat?,Theoretical Roman Archaeology Conference Proceedings,2006,116-127,15,1,FALSE,"Laurence, R., 2006. 21st Century TRAC: Is the Roman Battery Flat?. Theoretical Roman Archaeology Journal, (2005), pp.116–127. DOI: http://doi.org/10.16995/TRAC2005_116_127",University of Birmingham,FALSE,0,England,,University,,,retrospective,proc
204,"Gardner, A",The Future of TRAC,Theoretical Roman Archaeology Conference Proceedings,2006,128-137,15,1,FALSE,"Gardner, A., 2006. The Future of TRAC. Theoretical Roman Archaeology Journal, (2005), pp.128–137. DOI: http://doi.org/10.16995/TRAC2005_128_137",University College London,TRUE,10,England,,University,,,retrospective,proc
205,"Croxford, B Ray, N Roth, R White, N",Preface,Theoretical Roman Archaeology Conference Proceedings,2007,i-vi,16,4,TRUE,"Croxford, B., Ray, N., Roth, R. and White, N., 2007. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2006), p.i–vi. DOI: http://doi.org/10.16995/TRAC2006_i_vi",University of Cambridge,FALSE,0,England,,University,,preface,,proc
206,"Eccleston, M",Craft and Social Identity of Metalworkers in Ptolemaic and Roman Egypt,Theoretical Roman Archaeology Conference Proceedings,2007,1-16,16,1,FALSE,"Eccleston, M., 2007. Craft and Social Identity of Metalworkers in Ptolemaic and Roman Egypt. Theoretical Roman Archaeology Journal, (2006), pp.1–16. DOI: http://doi.org/10.16995/TRAC2006_1_16",University of Sheffield,FALSE,0,England,Egypt,University,identity craft society,,text,proc
